# key	english
Dialogues/prepStage2FirstQuest5	<voice type=question>\nI see. And why wouldn't you do it yourself?
Dialogues/scientistStage2FirstQues6	<voice type=acceptance>\nAh, I don't have patience for this. Basic science? Sure. Engineering? Very cool.\n<voice type=negation>\nActual operation of machines? Nah, I should have lab assistants for this.\nBut I think it's the best job for you! Just be careful.\nSome of that stuff can cause a substantial leak when it falls. Or simply blow up.
Dialogues/prepStage2FirstQuest7	<voice type=disappointment>\n...
Dialogues/scientistStage2FirstQuest8	<voice type=thanks>\nBut if you don't want to do it, I will have to!\nI'd just need to find a way to do it really quickly so I can get back to other work. Perhaps if I disable some safety mechanisms in the crane...
Dialogues/prepStage2FirstQues9	<voice type=negation>\nNo, no, wait. Don't. I will do it. 
Dialogues/scientistStage2FirstQuest10	Great! I need $x$ from the Crane Machine.
Dialogues/scientistStage2FirstQuest11	You can control it from here.
Dialogues/scientistStage2FirstQuest12	<voice type=thanks>\nGood luck!
Dialogues/scientist_MetalToilet	One should be in a box upstairs. I hope it's stylish.\nYou can get it with the Crane Machine.
Dialogues/scientist_NuclearBomb	You can find this thing, probably still functional, among the junk upstairs.\nGet it with the crane machine. Just please don't drop it, this one is dangerous.
Dialogues/scientist_OldComputer	One should be in one of the boxes upstairs.\nCrane machine is the best way to get it. Be careful, it's electronics after all.
Dialogues/scientist_BigUraniumRod	I think I saw one big fat uranium rod upstairs.\nPlease bring the bad boy down.
Dialogues/scientist_SeaBomb	I know one is packed into a box upstairs. Don't ask me how it got there.\nGet it with the Crane Machine. Careful! 
Dialogues/scientist_Plastic	Plastic? Well, the usual procedure to obtain it would be: refinement, then cracking, and then either addition polymerization or condensation polymerization, and then compounding.\nBut if it sounds too complicated, you could just scavenge scraps from the desert.
Dialogues/scientist_Electronics	Electronics? Ah, the delicate art of assembling semiconductors, resistors, and capacitors onto printed circuit boards using soldering and precision engineering. \nBut if you're not running a lab, just rip them out of old phones, radios, or computers. Or go dig through the desert — nature's scrapyard.\n
Dialogues/scientist_Generator	A generator? You will need a pretty advanced workbench to build it.
Dialogues/scientist_NuclearGenerator	It's basically a small nuclear reactor allowing you to produce electricity just like any other generator.\nYou have a blueprint for it, Mr. Prepper.\nI'm sure you'll figure it out, you're smart.
Dialogues/scientist_TeslaCoilGun	That's a tricky one.\nI heard a legend about the mad scientist who once developed it.\nBut it was too dangerous - constantly overheating, volatile.\nNow his theories are a bit of a tinfoil hat area. But who knows, maybe he was onto something?
Dialogues/scientist_Fuel	<voice type=question>\nFuel? Well, where do people around here get their fuel from?\nAnd I guess you might try the abandoned gas station on the desert.\nOr you can take crude oil from the abandoned mine and refine it in your own refinery, DIY style.\nAnd don't try to give me the Nuclear Fuel, i need pure gasoline for this.
Dialogues/scientistStage2Complited1	This should be enough to fix the switchgear.
Dialogues/prepBeforeStage3Start1	There is even more radiation in the area now.
Dialogues/prepBeforeStage3Start2	I better watch out for the feral animals. Which are not causally connected to the whole thing, of course.
Dialogues/scientistStage3Start1	<voice type=greeting>\nMr. Prepper, good to see you again, man!\nThe switchgear is complete.\nCome, take a look.
Dialogues/prepStage3Start2	<voice type=question>\nNo packs of irradiated wolves or snakes this time?
Dialogues/scientistStage3Start3	<voice type=negation>\nNo, they learned already to keep outta there.\nI bet they won't bother us any longer.
Dialogues/prepStage3Start4	Good, but at this rate I think I'd better stay in a hazmat suit at all times just as you do. As a precaution.
Dialogues/scientistStage3Start5	<voice type=acceptance>\nYeah. I had a little miscalculation.\nSeveral miscalculations, in fact.\nThe nuclear generator suffered a leak.\nBut it's all good now!\nWell, better.\nNothing to worry about.
Dialogues/prepStage3Start6	<voice type=question>\nMhm, so what about electricity for the dam controls?
Dialogues/scientistStage3Start7	<voice type=thanks>\nAll working already!\nWe won't hear about the dam malfunctioning again anytime soon.\nAccording to my calculations at least.
Dialogues/prepStage3Start8	Yeah, about that... Can we discuss a thing?
Dialogues/scientistStage3Start9	Shoot, Mr. Prepper.
Dialogues/prepStage3Start10	I thought about what should become your next project.\nI believe you should focus now on stabilizing the reactor. \nIt doesn't look safe.
Dialogues/scientistStage3Start11	<voice type=thanks>\nIt's a clever suggestion, Mr. Prepper!\nI will redirect my efforts to it right away.\nFor the safety of our beautiful town. \n<voice type=thanks>\nGlory to progress, y'all! Bless the Murricaville!
Dialogues/prepStage3Start12	<voice type=negation>\nYeah, bless.
Dialogues/scientistStage3Start13	But I could use your help again, Mr. Prepper.\nIn order to stabilize the generator, I need more reliable fuel.\nUsing this random irradiated junk won't cut it anymore. 
Dialogues/scientistStage3Start14	Bring me $x$.
Dialogues/scientistStage3Start15	I heard there once was an Uranium Mine somewhere in the region.\nI'm sure you will find it!
Dialogues/prepStage3FirstQuestEnd1	<voice type=question>\nHow's stabilizing the reactor going? Are we close to being safer?
Dialogues/scientistStage3FirstQuestEnd2	<voice type=question>\nWhat?\nAh, yes, the reactor. Of course. It's going well.\nI'm almost done with it.
Dialogues/prepStage3FirstQuestEnd3	<voice type=question>\nAnd what's all of that...?
Dialogues/scientistStage3FirstQuestEnd4	Ah, it's just a little side project.\nNothing major.\nYou know, just to unwind and clear my head.\nI will fix the generator issue shortly.
Dialogues/prepIspectAdroidPostMan	Maybe I don't want to know.\nI will just act like I hadn't seen it.
Dialogues/scientistStage3Complite1	I have enough resources now to finish fixing the generator.
Dialogues/scientistStage4Start1	<voice type=greeting>\nMr. Prepper! You are finally here.\n<voice type=thanks>\nLook!\n<voice type=thanks>\nIt is finished!
Dialogues/prepStage4Start2	<voice type=question>\nEhm... Mr. Postman?
Dialogues/postdroidStage4Start3	<voice type=thanks>\nWhat a lovely weather today!
Dialogues/scientistStage4Start4	<voice type=question>\nIsn't it perfect?
Dialogues/postdroidStage4Start5	<voice type=greeting>\nYou've got mail!
Dialogues/prepStage4Start6	<voice type=disappointment>\nThis is too much for me.
Dialogues/scientistStage4Start7	<voice type=thanks>\nBut Mr. Prepper! This is a replacement of a fallible public service!\n<voice type=thanks>\nNow you can say goodbye to the days without the postman!
Dialogues/scientistStage4Start8	<voice type=thanks>\nGo, go, onwards, into the world!
Dialogues/prepStage4Start9	<voice type=question>\nWait, what is happening here? Why was he missing so often?\n<voice type=question>\nDid you have something to do with this?\n<voice type=anger>\nArgh, I guess it doesn't matter now.\n<voice type=order>\nNow let me remind you that you were supposed to work on stabilizing the generator.
Dialogues/prepStage4Start10	<voice type=anger>\nThere is even more radiation in the area now!
Dialogues/scientistStage4Start11	Yes, yes, I had a small delay, but it's almost done.\nJust trust me.\n<voice type=thanks>\nI swear on our beloved President!
Dialogues/prepStage4Start12	<voice type=negation>\nI feel much more reassured now.
Dialogues/scientistStage4Start13	I'm still gonna need your help, Mr. Prepper. \nThere is a bunch of other stuff missing on my road to engineering perfection.
Dialogues/prepStage4Start14	<voice type=negation>\n...No, wait, enough is enough. He is not going to repair it.\n<voice type=order>\nI need to take it into my own hands or this whacko is going to turn the whole place into a nuclear wasteland.\n<voice type=order>\nI will keep working on my shelter. \nIt needs to be safe and reliable, just in case.\nI will keep an eye on him in the meantime.\nMaybe one of his blueprints will give me an idea how to fix the generator.\nAnd in case of trouble - shelter. It will be fine. I will be fine. 
Dialogues/prepReciveRadiationStabilizer1	<voice type=thanks>\nFinally! \nNow I should try it out and install it in my shelter.\nMaybe this or something similar will let me fix the nuclear generator.
Dialogues/prepInstallRadiationStabilizer1	There is no excessive radiation!\nIt works. Maybe if I work further on this, I could fix the nuclear generator.
Dialogues/scientistStage4Complite1	<voice type=thanks>\nPerfect! The resources are sufficient. \n<voice type=thanks>\nFinally, we are on the verge of great breakthrough!
Dialogues/prepNuclearPlantWithoutRadiationStabilizer	<voice type=negation>\nIt's closed.\nI guess he needs more time, whatever he is doing.
Dialogues/prepNuclearPlantBombs	<voice type=surprise>\nOh shit, what's all of that?! Are these nuclear warheads?\n<voice type=anger>\nI know he was not the sanest, but this is batshit crazy.
Dialogues/prepNuclearPlantGenerator	I better take care of this.\nI don't know how much more time is left.
Dialogues/prepNuclearPlantGeneratorFixed	<voice type=thanks>\nPhew, looks good.\nI think we are safe for now.
Dialogues/scientistNuclearConfrontation1	So you've come to behold my new achievement.\n<voice type=laugh>\nGreat timing, man!
Dialogues/prepNuclearConfrontation2	<voice type=question>\nLet's talk. Could you explain me slowly what exactly have you done?\nI want to properly appreciate all the steps of the scientific reasoning.
Dialogues/scientistNuclearConfrontation3	Hey, Prepper, please don't come closer, I don't need to whisper it to your ear.
Dialogues/scientistNuclearConfrontation4	Delivering almost unlimited power to the town is a great achievement.\n<voice type=question>\nBut why stop there? Why harness the power of the atom only for lighting homes and streets?
Dialogues/prepNuclearConfrontation5	<voice type=thanks>\nIt's an achievement to be truly proud of!\n<voice type=thanks>\nIt's relieving people of thinking about energy sources. They can use their own potential for greater things!
Dialogues/scientistNuclearConfrontation6	<voice type=anger>\nStop spinning a yarn, Mr. Prepper, and don't come any closer!
Dialogues/scientistNuclearConfrontation7	It's not enough to only achieve comfort and stability. No one will understand the power of science if it is only used for lightbulbs.\nThis is why more is needed. Display of force. Enlightenment through power.\n
Dialogues/prepNuclearConfrontation8	<voice type=question>\nWhat are you gonna do, just throw some nukes around? \nYou surely don't have intercontintental missiles to shoot them far.
Dialogues/scientistNuclearConfrontation9	I can shoot them for a shorter distance, create a ring of power around Murricaville. It will be enough.\n<voice type=laugh>\nWe will gain awe, admiration, respect!\n<voice type=thanks>\nBless the Pestilent!
Dialogues/prepNuclearConfrontation10	<voice type=anger>\nThis isn't even science, this is just putting up big fireworks!\n<voice type=negation>\nIt benefits no one, it will just bring us clouds of fallout. And possibly a preventive attack from across the ocean.\n<voice type=order>\nJust stop it! It's not too late!
Dialogues/scientistNuclearConfrontation11	<voice type=negation>\nNo, Mr. Prepper. You're just a simpleton, an obstacle on the road to progress.\n<voice type=laugh>\nPrepare to be blown away like dust. And don't try anything, I'm bulletproof. 
Dialogues/scientistNuclearConfrontation12	<voice type=question>\nYou thought it's all I have? Try to get through my electron shell.\nDonate your body to science already.
Dialogues/scientistNuclearConfrontation13	<voice type=laugh>\nI'm invincible. Sheltered. You don't have anything on me.
Dialogues/scientistNuclearConfrontation14	<voice type=question>\nWhat are you even trying to do?\nYou won't beat my force field. Bite the dust.
Dialogues/prepNuclearConfrontation15	<voice type=laugh>\nOh, science protects you, you see? Let's see if it protects you from the law of universal gravitation.\nMeaning: heavy things dropping on your head.
Dialogues/scientistNuclearConfrontation16	<voice type=surprise>\nNo! Why must you ruin everything?!\n<voice type=anger>\nYou forced my hand. Come, ye poor and wretched!
Dialogues/scientistNuclearConfrontation17	<voice type=upset>\nAh... Defeated... Suppressed... Fissured...\n<voice type=upset>\nDecompressed... Bless the Sediment.
Dialogues/scientistNuclearConfrontation18	<voice type=disappointment>\nI can't believe you just trampled on my plans, you nitwit.
Dialogues/prepNuclearConfrontation18	<voice type=question>\nWhat were you even trying to achieve?!\n<voice type=question>\nImpress the town population, who are numb and half-braindead anyway?
Dialogues/scientistNuclearConfrontation19	<voice type=question>\nWhat do you mean? I remember it as a lively place!\nFrom before I locked myself down to focus on my research.
Dialogues/prepNuclearConfrontation20	Look... Most inhabitants of the town are under the influence of some mind control technology.\nI think it's a government project.\nIt makes people complacent. Docile. Extremely dull, also.
Dialogues/scientistNuclearConfrontation21	<voice type=question>\nBut... Why would the government do it?\n<voice type=upset>\nThis would just dampen people's wit, creativity and analytical skills! This is not the way to progress!
Dialogues/prepNuclearConfrontation22	Well. This might be a lesson for you that the President is perhaps not to be blessed too much.
Dialogues/scientistNuclearConfrontation23	<voice type=upset>\nAh, Mr. Prepper. I don't like shifting paradigms, it forces you to relearn so much stuff!\nBut tell me one thing - you say most of the people are under the influence of mind control.\n<voice type=question>\nWhy not all then? What about the others? Me? You?
Dialogues/prepNuclearConfrontation24	I don't actually know. Some people seem to be immune, or at least partially resistant.\nThose who are awake seem to be... Passionate about something. Driven. Obsessive, one could say.\nI also know that stimulants help. Anyway, the thing surely influences me or you as well, just to a different extent.
Dialogues/scientistNuclearConfrontation25	I haven't noticed anything. I've been completely sane and composed all the time.
Dialogues/scientistNuclearConfrontation26	<voice type=question>\nHey, what's that sound?
Dialogues/prepNuclearConfrontation27	<voice type=upset>\nOh, I'm afraid I know this.\nIt's the Agency. They must have noticed something.\n<voice type=order>\nWe need to get out of here!
Dialogues/scientistNuclearConfrontation28	But...
Dialogues/prepNuclearConfrontation29	<voice type=negation>\nNo time to talk! Let's find a calmer place first.\n<voice type=order>\nFollow me.
Dialogues/prepAfterNuclearConfrontation1	<voice type=thanks> \nOkay, we should be safe now.
Dialogues/scientistAfterNuclearConfrontation2	Thank you, Mr. Prepper. Why did you decide to help me? We had just fought.
Dialogues/prepAfterNuclearConfrontation3	Look, I’ll assume you were under a lot of stress and didn’t even know what you were doing. Mind control stuff.
Dialogues/scientistAfterNuclearConfrontation4	<voice type=disappointment> \nBut...
Dialogues/prepAfterNuclearConfrontation5a	<voice type=acceptance> \nMind control, no doubt. Anyway, I know someone who runs a certain underground community. You could head there—just promise to keep it confidential. \n<voice type=order> \nAnd no 'bless the president' bullshit.
Dialogues/prepAfterNuclearConfrontation5b	<voice type=acceptance> \nMind control, no doubt. Anyway, you should definitely find a place where you can lay low.\nI'd offer a place in my house, but you know how are the housing conditions in Murricaville, and the Agency controls...
Dialogues/scientistAfterNuclearConfrontation6a	Alright, alright, I admit I've been... overworked. And hiding for a while sounds like a good idea.
Dialogues/scientistAfterNuclearConfrontation6b	That's alright, it wouldn't be safe enough.\nBut don't you worry, I have a knack for sniffing out places away from the eyes of the Agency.\nI'll manage.
Dialogues/prepAfterNuclearConfrontation7a	Head east and keep your eyes open for an abandoned mine. Hard to miss.\nThere are people dwelling inside. Friends. Tell them I sent you. But please, don't do anything stupid and work to earn their trust.
Dialogues/prepAfterNuclearConfrontation7b	If you say so.\nJust don't let them get in you head again.
Dialogues/scientistAfterNuclearConfrontation8a	Got it. I won't make any trouble, don't you worry.
Dialogues/prepTalkWithBobAboutEdward1	So I send you this new tenant. He didn't have anywhere else to go. I hope he behaves.
Dialogues/bobTalkWithBobAboutEdward2	Oh, Edward is lovely! He sometimes borrows my books and we have little chats.\nHe also keeps trying to mix materials he finds around and make something funny with them.
Dialogues/prepTalkWithBobAboutEdward3	Damn! I need to talk him out of these shenanigans.
Dialogues/bobTalkWithBobAboutEdward4	Nah, no worries, Mr. Prepper, I have a good eye on the situation.\nI've been herding the Sleepless for a while, I can handle an eccentric scientist.
Dialogues/prepSleeplessBaseScientist0	Oh, Edward! You're here!
Dialogues/scientistSleeplessBaseScientist0	Ha, surprise! I bet you thought you'd seen the last of me!\nSince the Agency raid, I was in search of a place that would be safe, but also cozy.\nThen I noticed the warning signs around the mine and thought - that's the spot.\n
Dialogues/prepSleeplessBaseScientist1	<voice type=question>\nSo how are you doing down here?
Dialogues/scientistSleeplessBaseScientist2	I miss all my equipment. It's a bit boring. But in general, I feel... calmer? \nI try not to get carried away with wanting to bring my ideas to life instantly.\nThere's something about the ambience here that is very chill.
Dialogues/prepSleeplessBaseScientist3	<voice type=question>\nDid you have some time to think over the last events?
Dialogues/scientistSleeplessBaseScientist4	Yes, I think I was a bit... too self-absorbed and wanting to get a big win quickly.\nThis thing with launching nuclear warheads around? Unhinged, now that I think of it.\nThe elevation angle for the missiles and the wind direction were such that...\n
Dialogues/prepSleeplessBaseScientist5	Let me stop you right there. It was mind control, is that right?
Dialogues/scientistSleeplessBaseScientist6	Uhm... Right. Of course. Otherwise, I guess, you would have to punish me instead of just sending to an underground spa.
Dialogues/scientistSleeplessBaseScientist7	Oh, but one other thing - I still, in my free time, work on some blueprints.\n<voice type=question>\nAre you interested in getting some more?
Dialogues/prepSleeplessBaseScientist8	<voice type=acceptance>\nSure, they've been very useful so far. Just don't pull off another power trip, please.
Dialogues/scientistSleeplessRandom1	The experiments on stimulants they're doing here are quite interesting, I must say.\nI won't participate, but I gave them some advice on tweaking the research designs.
Dialogues/scientistSleeplessRandom2	Now that the things got calmer, maybe I should wrap up the results from my last experiments in a scientific paper.\n<voice type=question>\nBut where should I submit it? Do we still have scientific journals around?
Dialogues/scientistSleeplessRandom3	I don't know what's the deal with it, but I think the air down here in the mine serves me well.\n<voice type=question>\nIs it diminished influence of mind control? Or maybe there was some disadvantageous factor back in the power plant? Hard to say.
Dialogues/scientistSleeplessRandom4	<voice type=question>\nMaybe I should install a small nuclear generator around here. You think it's not a good idea? No?\n<voice type=disappointment>\nEven a tiny one? Oh, a pity.
Dialogues/scientistSleeplessRandom5	<voice type=thanks>\nMy grandfather was a miner somewhere in the region. Maybe even in this mine? It must had been fun!\nI never met him though, he died young. I wonder why.
Dialogues/prepUraniumCompanySignInspect	"Murricaville Uranium Company."\nThis is the place.
Dialogues/prepNuclearPowerPlantGeneratorNotActive	<voice type=question>\nWhat do we have here? It must be some kind of generator. And it's powered by...\nOh, it's nuclear. Interesting.
Dialogues/prepNuclearPowerPlantGeneratorActive	So... The reaction is ongoing and the electricity is being generated. It works! I hope it stays stable.
Dialogues/prepNuclearPowerPlantGeneratorUnStable1	<voice type=surprise>\nOh no. It's most definitely overheating. It seems the reactor is unstable! \nSomething must be done with it, and quickly.
Dialogues/prepNuclearPowerPlantGeneratorUnStable2	From the looks of it, it needs a more stable way of delivering fuel, and also something to deal with leaking radiation.
Dialogues/prepNuclearPowerPlantGeneratorStable	Wow, it looks it's stable and secure now. I can't believe it myself.
Dialogues/prepNuclearPowerPlantSwitchGearBroken	Okay, I don't need to be an electrician to see that this switchgear is seriously messed up.
Dialogues/prepNuclearPowerPlantSwitchGearFixed	Now it finally looks like a proper piece of technology. The electricity is flowing.
Dialogues/prepNuclearPowerPlantScintistPlans1	It's a plan for fixing the nuclear generator. I really, really hope it makes sense.
Dialogues/prepNuclearPowerPlantScintistPlans2	From what I can tell, this is a plan for fixing a broken electrical switchgear nearby. It looks professional.
Dialogues/prepNuclearPowerPlantScintistPlans3	This looks pretty much like our postman. Post-man rather. He's artificial. Android. Why? Hell if I know.
Dialogues/prepNuclearPowerPlantScintistPlans4	These are clearly plans for making simple nuclear bombs. I would really prefer not to see those in the flesh.
Dialogues/prepRadiationPurgeBeaconDiscovered	<voice type=surprise>\nOh, this might come in handy. I have no idea how this could work, but... it apparently does?\nIt won't fix the damaged generator shell, but it will reduce radiation in the area, which is a good start.\nI still need a solution for the nuclear generator though. I need to keep looking.
Dialogues/prepNuclearGeneratorRefuelerDiscovered	<voice type=thanks>\nOh, intriguing!\nMaybe if I extrapolate on this design, I will be provide a stable delivery of fuel to the generator.\nAnd this, with some tweaks on moderation, should fix the ustable core.\nI have to take a closer look at this design.
Dialogues/prepReactorSafetySystemDiscovered	<voice type=acceptance>\nYes, I have an idea now. It's all coming together. \nIf I connect the water pump here for increased neutron moderation, this will decrease the fission energy and the reaction should be more stable.\n<voice type=thanks>\nThis might actually work!
Dialogues/scientist_Diamond	It's not true that diamonds are forever, they surely burn.\nBut it's possible you will find some in the mines.
Dialogues/scientist_AnimalPart5	<voice type=question>\nAntlers? Set a trap in the forest. Deers are rare around, I guess? \nUsing a correct bait will help you get them quicker.
Dialogues/scientist_AntiRadiation	Antiradiation substance? You know the recipe, Mr. Prepper. Just cook a few for me.
Dialogues/prepCraneMinigameRewards	I should check the floor hatch downstairs to claim the rewards.
Dialogues/prepCraneMinigameRewardsShort	Time to collect the rewards downstairs.
Dialogues/scientistScientistLaunch1	Hello, Prepper! Bob told me about the rocket while debriefing about the Operation Awakening.\nSo there was certainly more to your scientific skills than being my lab assistant.
Dialogues/prepScientistLaunch2	Yeah, who would have thought?\nI needed to keep a low profile. You know what happens when the Agency gets too curious about your research.
Dialogues/scientistScientistLaunch3	Right. A whole rocket? That's some serious engineering.\nI want to know how you did some of this stuff.\nWhat kind of fuel injection do you have? How did you solve exhaust containment? What happens to the house when...
Dialogues/prepScientistLaunch4	Let me stop you right there. Launch schedule is tight and I don't have time to discuss the details.\nBut I want to know what are your plans.
Dialogues/scientistScientistLaunch5	Well, first we'll be conducting this social experiment called Operation Awakening.\nCan't wait to see if it works on people.\nAfter that, I hope to get back to my own stuff.
Dialogues/prepScientistLaunch6	I see. Don't make it too explosive.
Dialogues/scientistScientistLaunch7	And that coming from you...
Dialogues/prepScientistLaunch8	Point taken. So, happy road to progress, I guess.
Dialogues/scientistScientistLaunch9	Thanks. And have a good launch!
Dialogues/scientistHi	<voice type=greeting>\n<duration value=2>\nHi, mate!
Dialogues/scientistGoodbyeEnd	Good flight!
Dialogues/bobGasMask	A gas mask, huh?\nOne of the Sleepless wears one all the time.\nNever asked why, but I think it’s valuable to her.
Dialogues/prepPlatformSupport	It needs platform support.
Dialogues/prepCantClimb	I'm too tired to climb.
Dialogues/prepUnlockMountainWorkbench	I have a lot of climbing ahead of me.\nI may need to adjust my workbench to better suit crafting mountain climbing equipment. 
Dialogues/prepEmpty	It's empty
Dialogues/prepMountainInitLetter	Maybe worth checking.
Dialogues/prepWalkieTalkie1	Hello...?
Dialogues/prepWalkieTalkie2	No answer.
Dialogues/prepWalkieTalkie3	Still no answer.
Dialogues/prepNeedWalkieTalkie	I should grab the Walkie Talkie in case [blank] wants to make a conntact.
Dialogues/prepWalkieTalkieAudioLogActive	She doesn't seem to hear me.
Dialogues/prepRepairRailWayTip	I should try to repair the railway before going further.\nWithout it i want be able to get back in here quickly.
Dialogues/prepRepairRailWayTip2	I should try to repair the railway before heading back.\nWithout it i want be able to get back in here quickly.
Dialogues/prepLineBrake	<voice type=anger>\nMy rope broke!
Dialogues/prepPlatformBrake	<voice type=anger>\nMy platform broke!
Dialogues/prepPlatformSupportBrake	<voice type=anger>\nMy platform support broke!
Dialogues/prepGrassSnowPeaksView	It's getting cold.
Dialogues/prepSnowPeaksView	It's freezing here.
Dialogues/prepSleepPodBlock	I can't sleep in there tonight. \nMy body would not be able to handle that.\nI need to wait few days.
Dialogues/prepSleepPodUnlock	Alright, I think I'm starting to get the hang of this cryo-tech. \nLet's give this design a try.
Dialogues/prepSleepPodFirstNight1	I feel horrible.\nWorst night of my life.
Dialogues/prepSleepPodFirstNight2	This thing is broken.\nMay us well sleep in my freezer.
Dialogues/prepSleepPodFirstNight3	Something must be wrong with orginal design.\nMaybe I can find a way to fix it.
Dialogues/prepSleepPodRepair1	Okay.\nI think i pinned down the issue.\nThis machine need to by spacificly calibrated for the user.
Dialogues/prepSleepPodRepair2	Alright, now it should work properly.\nLet's give it another try.
Dialogues/prepSleepPodWorking1	I feel...\nGood.
Dialogues/prepSleepPodWorking2	Still I would freeze myslef for longer only in case of emergancy.\nBut spending a night in it from time to time can be beneficial.
Dialogues/prepSaveBlankQuestStart1	Wait...\nBlank wants to use the cryo sleep pod on top of the mountain.\nI dont think she nows it requires callibration.
Dialogues/prepSaveBlankQuestStart2	Damn broken walkie talkie.\nI have no way to tell her about it.
Dialogues/prepSaveBlankQuestStart3	I set my cryo sleep pod to just couple hours for testing.\nShe said she will freeze herself for full week.\nThis will be deadly. If I don't do anything, she will die.
Dialogues/prepSaveBlankQuestStart4	I need to get to the top before her.\nOr...\nEven if she enters the cryo sleep pod, I can still calibrate it with her inside.\nBut for that to work I need to know her height, age, something, something...
Dialogues/prepSaveBlankQuestStart5	I should listen more carefully to her talking from now on.\nAny information about her, may help in calibrating the cryo sleep pod.
Dialogues/prepBlankInfo1	prepBlankInfo1
Dialogues/prepBlankInfo2	prepBlankInfo2
Dialogues/prepBlankInfo3	prepBlankInfo3
Dialogues/prepBlankInfo4	prepBlankInfo4
Dialogues/prepBlankInfo5	prepBlankInfo5
Dialogues/prepAllBlankInfo	Alright, I think I know enought about her to properly calibrate the cryo sleep pod.\nOnly thing left is to reach the top.
Dialogues/prepNoticeCryoSleepPod	There she is.
Dialogues/prepInspectBlankCryoSleepPod	Blank is in there.\nTime is set to one weak.\nAnd all the parameters are... set to default as expected.\nShe will not survive this.\nAnd its too dangerous to force it off. It would shock her system.\nI must properly calibrate the machine for her. I hope I can do its active.
Dialogues/prepCalibratedBlankCryoSleepPod1	Okay, all done, she should be okay now.
Dialogues/prepCalibratedBlankCryoSleepPod2	I should come back in couple of days to check on her again.
Dialogues/dianaCalibratedBlankCryoSleepPod3	Hello...?
Dialogues/dianaCalibratedBlankCryoSleepPod4	Someone there...?
Dialogues/prepCalibratedBlankCryoSleepPod5	You shoudn't be awake.\nJust relax, everything is okay. \nWell, now it is. 
Dialogues/dianaCalibratedBlankCryoSleepPod6	Is that you Mr. Prepper?
Dialogues/prepCalibratedBlankCryoSleepPod7	prepCalibratedBlankCryoSleepPod8
Dialogues/dianaCalibratedBlankCryoSleepPod8	dianaCalibratedBlankCryoSleepPod9
Dialogues/prepCalibratedBlankCryoSleepPod9	prepCalibratedBlankCryoSleepPod10
Dialogues/dianaCalibratedBlankCryoSleepPod10	dianaCalibratedBlankCryoSleepPod11
Dialogues/prepCalibratedBlankCryoSleepPod11	prepCalibratedBlankCryoSleepPod12
Dialogues/dianaCalibratedBlankCryoSleepPod12	dianaCalibratedBlankCryoSleepPod13
Dialogues/prepCalibratedBlankCryoSleepPod13	prepCalibratedBlankCryoSleepPod14
Dialogues/prepCalibratedBlankCryoSleepPod14	Diana?
Dialogues/prepCalibratedBlankCryoSleepPod15	Okay, I think she is back to sleep.\nCryogenic sleep, but still.\nSweet dreams. I will be back.
Dialogues/prepInspectBlankCryoSleepPodRandom	<random>\nShe is still in there.\nShe looks alright.\nI need to give her time.\n</random>
Dialogues/prepNoticeCryoSleepPodAfterBlankHealed	She is gone?!
Dialogues/prepCryoSleepPodAfterBlankHealed1	She is gone.\nShe must have walked out on her own already.\nWhich is a good thing.
Dialogues/prepCryoSleepPodAfterBlankHealed2	Wonder if I will ever hear from her again.
Dialogues/prepCryoSleepPodAfterBlankHealed3	Thats her!
Dialogues/prepOutOfIce	It's out of Ice.
Dialogues/prepThermosEmpty	It's empty.
Dialogues/prepRailwayInspect1	It looks funtional.\nWhy not just use it to catch up with Diane?
Dialogues/prepRailwayInspect2	Doesn't work.
Dialogues/prepRailwayInspect3	I see. Only first station is currently operational.
Dialogues/prepRailwayInspect4	I will have to take a long way up.
Dialogues/prepRailwayInspect5	I could reactivating next station when I reach it.\nIt could at least serve as a quick way to get back, if it will work.
Dialogues/prepRailwayInspectAlt5	I could try to reactivating this station.\nIt could at least serve as a quick way to get back, if it will work.
Dialogues/prepRepairFirstRailway	Looks like it works.\nThe power lines still reach this place. It just needed a little kick to get started again.
Dialogues/prepPeak	That's the top.
Dialogues/prepLastStation	...and the last Station.
Dialogues/prepPeakRandom1	Another peak.\nNo way to go further from here.
Dialogues/prepPeakRandom2	Another peak.
Dialogues/prepInfinitLevelNote	"I cleared a path to some of surrounding peaks.\nIf you want to climb some more mountain tops, follow this path.\n~Diane"
Dialogues/prepMountainTraderNote	This looks old, wonder if he still is in buisness. \nCan't imagine thoes mountains getting much traffic now a days.
Dialogues/prepYetiFootMark1	prepYetiFootMark2
Dialogues/prepYetiHandMark1	prepYetiHandMark2
Dialogues/prepYetiRock	prepYetiRock
Dialogues/prepHeadHurt	My head hurts
Items/Apple	Apple
Items/Axe	Axe
Items/Backpack	Backpack
Items/BaseballBat	Baseball Bat
Items/Bed	Bed
Items/Bin	Bin
Items/BinMountain	Bin
Items/BiodieselBarrel1	Fuel Barrel
Items/Blueberrie	Blueberries
Items/BlueberryTest	BlueberryTest
Items/Book	Book
Items/Book1	Book
Items/Book2	Book
Items/Book3	Book
Items/Book4	Book
Items/BookSet1	Book Set
Items/BookSet2	Book Set
Items/Bowl1	Bowl
Items/Box Square Large Blue	Large Square Blue Box
Items/Box Square Large Green	Large Square Green Box
Items/Box Square Large Red	Large Square Red Box
Items/Box Square Small Blue	Small Square Blue Box
Items/Box Square Small Green	Small Square Green Box
