# source	term	english
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSpottedSofaBlackWhite	Relaxing sofa with a rustic feel. Sit back and long for greener pastures. A black-white variant.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SpottedSofaBrownWhite	Spotted sofa - brown-white
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSpottedSofaBrownWhite	Relaxing sofa with a rustic feel. Sit back and long for greener pastures. A brown-white variant.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/WillAndHenPortrait	American Dystopic
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesWillAndHenPortrait	A working man, his loyal rooster, and a caring government supervisor; contemplate on the traditional American countryside lifestyle with this skillful painting.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BeeWaxCandle	Beeswax candle
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesBeeWaxCandle	Beeswax candle, for when you want some light without electricity or you just want to set up a mood.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Dungarees	Dungarees
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesDungarees	Embody the hands-on, farming spirit with these heavy-duty dungarees.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CheckeredShirt	Plaid shirt
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCheckeredShirt	For those devoted to hard work or those in their cottagecore arc. Either way, it will look great on you.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FishermanHat	Fisherman hat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFishermanHat	This beautiful fisherman hat is a trophy proving your mastery of the art of fishing. It also allows you to catch common fish automatically. Wear it with pride!
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CoffeeMachine	Coffee Machine
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyCoffeeMachine	Bring the aroma and taste of coffee to your shelter and let this machine serve you. 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Halabard	Halberd
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHalabard	This staple of medieval warfare is rather slow, but deals significant damage, has long range and lets you hit multiple enemies at a time. Also, its sheer awesomeness will sow terror in the hearts of your opponents.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Shotgun	Shotgun
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesShotgun	An effective weapon for decimating Murricaville County's wildlife at short range. 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/TeslaCoilGun	Tesla Coil Gun
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesTeslaCoilGun	Ever thought your weapons are just somehow not cool enough? Tesla Coil Gun, hitting your enemies with thunders, will suit you well. Don't worry about ammo, just be careful not to overheat it.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ShotgunShell	Shotgun Shell
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesShotgunShell	A shell for your shotgun.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MysteryBlueprint	Mystery Blueprint
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMysteryBlueprint	Joe says this blueprint is beyond his expertise, but he says it describes a very valuable device. Maybe if you could try to construct it...?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CoffeeBeans	Coffee bag
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCoffeeBeans	A bag of coffee with fresh beans from your own produce. Tasty and energizing.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SeedCoffeaBeans	Coffee seeds
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSeedCoffeaBeans	Seeds you can use to grow more coffee plants.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinigameUndeadHell	Undead Hell
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMinigameUndeadHell	Find out how well can you prep against the zombie invasion in this exciting tower defence game.  Move around the map and set up towers to shoot the incoming zombies. But watch out, you are not immune to the rockets from your towers! 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinigameFreedomRoad	Freedom Road
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMinigameFreedomRoad	Show off your evasive manoeuvres in this desert-ride arcade game. Drive away from the obstacles and security forces, collect fuel, and go towards freedom.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinigameEventFlyer	Game Competition Event Flyer
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMinigameEventFlyer	The advert for a game competition. Apparently, you can play a game and win prizes. What's not to like?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinigameEventRewardInfo	Game Competition Reward
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMinigameEventRewardInfo	This flyer proudly confirms your score and winnings in a game competition.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/NuclearMaterial	Nuclear Material
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesNuclearMaterial	Nuclear material. May have some uses in manufacturing advanced items.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Uranium	Uranium Ore
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesUranium	Ore with a radioactive element uranium. Can be processed into nuclear material and nuclear fuel.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/NuclearRod	Nuclear rod
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesNuclearRod	A portion of nuclear fuel. A very efficient source of energy.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/JoeUraniumLetter	Letter from Joe - A Curious Find
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesJoeUraniumLetter	A letter from Joe, scribbled with his wobbly, enthusiastic handwriting.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/UraniumGlass	Uranium Glass Bottle
I2Languages (I2.Loc.LanguageSourceAsset)	Items/UraniumGlassRespawn	Uranium Glass Bottle
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesUraniumGlass	A decorative glass made with the addition of uranium. It has a distinctive color and glows in UV light.\nIt has a Murricaville Uranium Co. stamp on it.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AntiRadiation	Anti-radiation extract
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesAntiRadiation	Anti-radiation extract made of radiated mushrooms. Herbalism truly adapted to atomic age.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/UraniumMushroom	Radiated Mushroom
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesUraniumMushroom	Mushroom taken from the uranium mine, a product of many generations of growing in a radioactive environment. Looks even tasty, but this temptation should be resisted.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/UraniumCentrifuge	Uranium Centrifuge
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesUraniumCentrifuge	An advanced piece of nuclear engineering — essentially a washing machine for radioactive isotopes. It enriches uranium into nuclear fuel and can also decontaminate certain irradiated items.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DestroyedHazmatSuit	Destroyed hazmat suit
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GeigerCounter	Geiger Counter
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HazmatBackpack	Hazmat Backpack
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HazmatBackpackV2	Hazmat Backpack
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HazmatBackpackV3	Hazmat Backpack
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHazmatBackpack	This backpack is specifically designed to shield the user from alpha, beta and gamma radiation. You can safely carry radioactive items in it.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/OldGasMask	Old Gas Mask
I2Languages (I2.Loc.LanguageSourceAsset)	Items/NuclearEngineeringBook	Harnessing the Fabric of Reality: Nuclear Engineering in Your House and Backyard
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesNuclearEngineeringBook	Nuclear physic doesn't have to be rocket science! Advice from this book will help you store and enrich uranium, build nuclear generators, and bring the power of atom to your household!
I2Languages (I2.Loc.LanguageSourceAsset)	Items/NuclearGenerator	Nuclear Generator
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesNuclearGenerator	A small, modular nuclear fission reactor. Chain reaction releases immense amount of energy.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/UraniumPickRock	Uranium-rich rock
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RadiatedRatMeat	Radiated rat meat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRadiatedRatMeat	This radiated rat meat would surely be a great delicacy in a post-nuclear wasteland. Maybe bombarding with radioactive isotopes brings out rich, intense flavors? In the meantime, it's inadvisable to eat it. If it spoils, it turns into Nuclear Material. You can clear its radiation in a Centrifuge.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MiningPassSix	Deeper Mine Pass -1
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMiningPassSix	Pass card to the level -1 in the deeper mine.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MiningPassSeven	Deeper Mine Pass -2
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMiningPassSeven	Pass card to the level -2 in the deeper mine.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MiningPassEight	Deeper Mine Pass -3
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMiningPassEight	Pass card to level -3 in the deeper mine.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MiningPassNine	Deeper Mine Pass -4
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMiningPassNine	Pass card to the level -4 in the deeper mine.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RadioactiveClothes	Hazmat Suit
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyRadioactiveClothes	There are places that require more protection.\nUse it in radioactive areas – it will protect you from most sources of radiation.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Lemonade	Lemonade
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesLemonade	Lemonade from a local girl scout. The taste could be better, but it's full of good intentions.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AlienIncubator	Alien Incubator
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesAlienIncubator	A piece of life-supporting alien technology. There is some kind of organism inside. Alive or not, hard to say.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AtomicWaste	Atomic waste
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AtomicWasteRespawning	Atomic waste
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesAtomicWaste	Spent nuclear fuel. Should be kept in a safe and remote place. Ideally.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BlueberryWildRadioactive	Radioactive blueberry
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GuaranaWildRadioactive	Radioactive guarana
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Mannequin	Mannequin
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMannequin	A dummy designed specifically for testing the effects of nuclear explosion.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/OldGasMask2	Old gas mask
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesOldGasMask2	An old gas mask that was used in the mine. Provides weak protection from radiation.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RadioactivePlant	Ludus reiectus
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRadioactivePlant	Rare plant species, producing unusual biochemical effects when irradiated. To be found only deep in the forest.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Tektite	Trinitite
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesTektite	Rare glassy material found in the desert after nuclear explosions. 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BlueberrieRadioactive	Irradiated blueberries
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BlueberrieRadioactiveBowl	Irradiated blueberries
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesBlueberrieRadioactive	Blueberries that got irradiated. If it spoils, it turns into Nuclear Material. Radiation dose can be cleared in the centrifuge.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GuaranaRadioactive	Irradiated guarana
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GuaranaRadioactiveBowl	Irradiated guarana
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesGuaranaRadioactive	Guarana that was subject to radiation. If it spoils, it turns into Nuclear Material. Radiation dose can be cleared in the centrifuge.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RadiatedSnakeMeat	Irradiated snake meat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRadiatedSnakeMeat	Meat of snakes that got irradiated. If it spoils, it turns into Nuclear Material. Radiation dose can be cleared in the centrifuge.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RadiatedWildMeat	Irradiated slice of meat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRadiatedWildMeat	Meat from an irradiated wild animal. If it spoils, it turns into Nuclear Material. Radiation dose can be cleared in the centrifuge.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MetalToilet	Metal toilet
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMetalToilet	A metal toilet, for this stern, rough, industrial vibe to your interior.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/NuclearBomb	Nuclear bomb
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesNuclearBomb	A nuke. An ultimate tech gadget. If you're too close to it going off, it will kill you and everything you love.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/OldComputer	Old computer
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesOldComputer	An old computer, probably requiring some obscure skills to operate.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SeaBomb	Sea mine
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSeaBomb	Hard to say how did it end up here, hundreds of miles away from the sea. Just better be careful with this.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/UraniumCompanySign	Murricaville Uranium Company
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PostmanAndroid	Postman Android
I2Languages (I2.Loc.LanguageSourceAsset)	Items/NuclearGeneratorPowerPlant	Nuclear generator
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SwitchGearPowerPlant	Electric switchgear
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ScientistPlansPowerPlant	Scientist's plans
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RadiationPurgeBeacon	Deionizing Beacon
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRadiationPurgeBeacon	This mysterious device neutralizes radiation in its vicinity.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ReactorSafetySystem	Reactor safety system
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesReactorSafetySystem	A device that provides stabilization and containment for the reactor.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CraneMinigameActivator	Crane controller
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SeedsMaker	Pitter
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSeedsMaker	Quickly and effectively takes out seeds from fruits and vegetables.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MannequinDeco1	Decorative Mannequin
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMannequinDeco1	A nuclear test dummy. Used, apparently. For an interior that's cozy, but also reminds you of impending doom. 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MannequinDeco2	Decorative Mannequin
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMannequinDeco2	A nuclear test dummy which hasn't seen action yet. Or maybe survived in a sheltered place.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RailGun	Pulse Gun
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRailGun	High-power, high-precision, high-impact firearm.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AtomicGranade	Atomic grenade
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesAtomicGranade	A grenade with enriched uranium for extra flavor.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DepletedUraniumAmo	Depleted uranium ammunition
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesDepletedUraniumAmo	Ammo rounds made of depleted uranium, with armor-penetrating and incendiary qualities.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DepletedUraniumShotgunShell	Depleted uranium shotgun shell
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesDepletedUraniumShotgunShell	Shotgun shell with depleted uranium, for better target penetration.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DangerSign	Danger Sign
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesDangerSign	Interior decoration for when you just miss your cortysol while at home.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CautionSign	Caution Sign
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCautionSign	Reminds you to always be prepared.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/EmergancyStopLever	Emergency stop lever
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesEmergancyStopLever	Just pull in case of emergency. Or is it push?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LedLavaLamp	LED lava lamp
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesLedLavaLamp	Energy-saving and modern-looking lava lamp.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RocketLavaLamp	Rocket Lava Lamp
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRocketLavaLamp	A beautiful decoration piece. For feeling cozy, but also dreaming of escape.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RadioactiveFridge	Atomic Age Fridge
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRadioactiveFridge	A fridge designed to remind you of the dangers and possibilities of atomic age. Also, irradiated food can be safely kept there.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/UraniumClock	Uranium clock
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesUraniumClock	A clock with fluerescent elements, with this unmistakable uranium glow.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/UraniumTable	Uranium table
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesUraniumTable	An elaborate wooden table with a tabletop of uranium glass. It radiates luxury. 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/UraniumWardrobe	Uranium wardrobe
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesUraniumWardrobe	An oldschool wooden wardrobe, with uranium glass in the doors. Your clothes will glow not only on you.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Goggles	Goggles
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesGoggles	Protective goggles, for rounding up your industrial look. And also for protection.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BigUraniumRod	Big uranium rod
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesBigUraniumRod	A portion of nuclear fuel. Can be disassembled for raw materials.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AutoPlanter	Auto Planter
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesAutoPlanter	A wonder of agricultural mechanization: allows you to plant seeds fast and in large quantities.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AutoHarvester	Auto Harvester
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesAutoHarvester	Farmer's best friend: automatic harvester.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/UraniumLamp	Uranium lamp
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesUraniumLamp	Bask yourself and your interior in the glow of atomic age.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/NuclearFuel	Nuclear fuel
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesNuclearFuel	Fuel enriched with radioactive material. Can be used instead of regular fuel. Makes particles go faster or something.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LemonadeKid	Lemonade girl scout
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ArmyChestNuclear	Army Chest
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CraneMinigameBox	Crane Box
I2Languages (I2.Loc.LanguageSourceAsset)	Items/NuclearRefueler	Nuclear Generator Refueler
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesNuclearRefueler	Controls steady input of nuclear rods into nuclear generator. Improves both efficiency and safety.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Scientist	Dr. Edward
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Lemon	Lemon
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesLemon	When life gives you lemons, make lemonade.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SeedLemon	Lemon Seed
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSeedLemon	Put into a patch of soil to grow an lemon tree. You need a high room for that.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LemonadeRecipie	Lemonade Recipe
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesLemonadeRecipie	A secret girl scout recipe for the perfect refreshing drink. Requires patience, lemons, and a pinch of adventure.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ExpeditionBox	Expedition box
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AtomicBarrel	Atomic Barrel
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyAtomicBarrel	A heavy, lead-lined barrel for storing radioactive items safely.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/NuclearComposter	Nuclear Composter
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesNuclearComposter	A sealed composter for irradiated food. Items stored inside decay faster, converting into Nuclear Material.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AtomicBarrelNuclear	Atomic Barrel
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Seed Cactus	Cactus seeds
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeySeed Cactus	You want to bring your spiky desert friends down to your shelter? Cacti are sturdy plants with some culinary applications.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Seed Mushroom	Mushroom spores
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeySeed Mushroom	You can start growing your own mushrooms, enriching your kitchen with a valuable ingredient and bringing the unique damp atmosphere of the mine into your home.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Seed Pepper	Pepper seeds
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeySeed Pepper	Spice up your life and be a prepper with your own pepper, 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BeetSalad	Beet salad
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBeetSalad	Beet-based salad. It has an unobvious taste, but is awful healthy and would impress your more sophistacted friends on a cocktail party... if you had such friends and threw cocktail parties.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CornSalad	Corn salad
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyCornSalad	A rather simple salad, but the addition of corn makes it look appealing and taste sweet.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SunflowerSeedSalad	Sunflower seed salad
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeySunflowerSeedSalad	A salad with sunflower seeds. It's earthy, full taste almost rewards the effort of peeling the seeds. 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ClearBodySoup	Lemon detox soup
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyClearBodySoup	An untypical, but simple soup made of lemons and a hefty does of salt. Strong taste, even stronger cleansing effects.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MeatChineseSoup	Instant ramen - meat taste
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMeatChineseSoup	Taste of noodles and sodium glutamate, a pleasure simple yet powerful.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/NightWalkerSoup	Night walker soup
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyNightWalkerSoup	The unusual mix of strong ingredients in this soup will make you see better in the dark. Don't eat too much though, as it might make you hear colors.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/TomatoChineseSoup	Instant ramen - tomato taste
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyTomatoChineseSoup	A quick and satisfying classic in a vegetarian version.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CoffeeFlavouredStew	Coffee flavoured stew
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyCoffeeFlavouredStew	You can have coffee to your meal, but you can also have coffee in your meal. Nourishing and stimulating at the same time.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HunterStew	Hunter stew
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyHunterStew	This nourishing stew is a condensed spirit of the forest. It will make you feel like a part of nature, attuned to its inner rhythms.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinerStew	Miner stew
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMinerStew	Highly nutritional stew with a deep, earthy taste. The depths are calling you, grab your pickaxe and reach for the treasures.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ScavengerStew	Scavenger stew
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyScavengerStew	A stew made of your lucky desert finds. Makes you more aware of the desert and its inhabitants.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CoffeeFlavouredStewCan	Coffee flavoured stew can
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyCoffeeFlavouredStewCan	Like coffee to go, but it's actually a meal.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HunterStewCan	Hunter stew can
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyHunterStewCan	Spirit of the forest, portable form.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinerStewCan	Miner stew can
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMinerStewCan	A handy can of stew, you can take it with you to your shift in the mine.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/NightWalkerSoupCan	Night walker soup can
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyNightWalkerSoupCan	A can that allows you to store your inner nightly beast for longer.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ScavengerStewCan	Scavenger stew can
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyScavengerStewCan	Store your scavenger stew for longer, pick it up whenever the desert calls you.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AppleSmoothie	Apple smoothie
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyAppleSmoothie	Apples turned into a sweet delight.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CactusSmoothie	Cactus smoothie
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyCactusSmoothie	Too spiky? Then why not make it liquid?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CoffeeSmoothie	Coffee smoothie
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyCoffeeSmoothie	You're not sentenced to drink your coffee black like the humanity's future, you can also have it smooth and sweet and whimsical. 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GuaranaSmoothie	Guarana smoothie
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyGuaranaSmoothie	Delightful, but also stimulating.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/OrangeSmoothie	Orange smoothie
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyOrangeSmoothie	It's like the sun itself got blended in a glass. Delicious.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PizzaCapricciosa	Pizza capricciosa
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyPizzaCapricciosa	Mushrooms add an elegant note to this flavor mix.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PizzaDiavola	Pizza diavola
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyPizzaDiavola	Devilish not only due to its spiciness, but also the wild meat used. So nutritient you could sell your soul over this.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PizzaMarinara	Pizza marinara
