# key	english	bulgarian	french	russian
UI/tipAdventuringGear3	You can use them any time with keyboard keys 1–4.	Можеш да ги използваш по всяко време с клавишите 1-4 на клавиатурата.	Vous pouvez les utiliser à tout moment avec les touches 1 à 4.	Вы можете использовать их в любое время с помощью клавиш 1-4.
UI/tipAdventuringGear3Port	You can use them any time by hold <sprite index=Button2_UIAtlas> and press <sprite index=Button36_UIAtlas>	Можеш да ги използваш по всяко време като натиснеш <sprite index=Button2_UIAtlas> и <sprite index=Button36_UIAtlas>	Vous pouvez y accéder à tout moment en maintenant <sprite index=Button2_UIAtlas> enfoncé et en appuyant sur <sprite index=Button36_UIAtlas>	Можешь использовать их в любое время, удерживая <sprite index=Button2_UIAtlas> и нажимая <sprite index=Button36_UIAtlas>
UI/youSureExit	Are you sure you want to exit? Your progress is being saved only when you sleep or nap.	Сигурен ли си, че искаш да излезеш? Твоят напредък се запазва само когато спиш или подремнеш.	Êtes-vous sûr de vouloir quitter? Votre progression est enregistrée uniquement lorsque vous dormez.	Вы уверены, что хотите выйти? Прогресс сохраняется только во время сна.
UI/CenterCamera	Center Camera	Центрирай камерата	Centrer la caméra	Отцентрировать камеру
UI/Up	Up	Нагоре	Haut	Вверх
UI/Down	Down	Надолу	Bas	Вниз
UI/Left	Left	Ляво	Gauche	Влево
UI/Right	Right	Дясно	Droite	Вправо
UI/Blueprints	Blueprints	Чертежи	Plans	Чертежи
UI/ChangeWeapon	Switch weapons	Смени оръжията	Changer d'armes	Сменить оружие
UI/Reload	Reload	Презареди	Recharger	Перезарядить
UI/GearSlot1	Gear Slot 1	Слот за оборудване 1	Emplacement d'équipement 1	Слот снаряжения 1
UI/GearSlot2	Gear Slot 2	Слот за оборудване 2	Emplacement d'équipement 2	Слот снаряжения 2
UI/GearSlot3	Gear Slot 3	Работна маса 3	Emplacement d'équipement 3	Слот снаряжения 3
UI/GearSlot4	Gear Slot 4	Слот за оборудване 4	Emplacement d'équipement 4	Слот снаряжения 4
UI/Timer	Timer	Таймер	Horloge	Таймер
UI/SpeedUp	Speed Up	Ускори	Accélérer	Ускорение
UI/Pouse	Pause	Пауза	Pause	Пауза
UI/Construction	Construction	Изработка	Construction	Постройка
UI/Inventory	Inventory	Инвентар	Inventaire	Инвентарь
UI/QuickGrab	Quick Grab	Бързо вземане	Prendre Rapidement	Быстрый подбор
UI/Avoid	Change Lane (Car)	Смени лента (кола)	Changer de voie (voiture)	Сменить полосу (машина)
UI/Boost	Boost (Car)	Ускорение (кола)	Boost (voiture)	Ускориться (машина)
UI/BasicBind	Default Bind	По подразбиране	Touches par défaut	Клавиши по умолчанию
UI/CustomBind	Custom Bind	Персонализиране на клавишите	Touches personnalisées	Пользовательские
UI/ReloadSave	Load Last Save	Зареди последното запаметяване	Charger la dernière sauvegarde	Загрузить посл. сохр.
UI/ReloadFurther	Go Further Back	Върни се още назад	Revenir plus loin	Вернуться раньше
UI/Load	Load	Зареди	Charger	Загрузить
UI/Block	Block	Блок	Parer	Блокировать
UI/TryAgain	Try Again	Опитай отново	Réessayer	Заново
UI/betaEnd1	You have finished all main quests in the beta version	Завършил си всички основни задачи в бета версията.	Vous avez terminé toutes les quêtes principales de la version beta	Вы завершили все основные задания в бета-версии
UI/betaEnd2	Thank you for playing the beta version!	Благодаря ти, че играеш бета версията!	Merci d'avoir joué à la version beta!	Спасибо, что сыграли в бета-версию!
UI/betaEnd3	   P.S. Although this is the end of Beta, it's not the end of the content you can discover. Feel free to continue! :)	П.С. Въпреки че това е краят на бета версията, това не е краят на съдържанието, което можеш да откриеш. Продължавай смело! :)	P.S. Bien que ce soit la fin de la bêta, ce n'est pas la fin du contenu que vous pouvez découvrir. N'hésitez pas à continuer! :)	   P.S. Пусть бета-версия и подошла к концу, в игре есть еще много неисследованного вами контента. Продолжайте, не стесняйтесь! :)
UI/lounch	Launch The Rocket	Изстреляй ракетата	Lancement de la Fusée	Запустить ракету
UI/MaterialsOnly	Materials Only	Само материали	Matériaux uniquement 	Только материалы
UI/CommunityLanguageAsk	The current language has been translated by the community. Some parts might be unfinished.\nDo you still want to use it?	Текущият език е преведен от общността. Някои части може да не са завършени.\nИскаш ли все пак да го използваш?	La langue actuelle a été traduite par la communauté. Certaines parties peuvent être inachevées.\nVoulez-vous continuer?	Выбранная локализация была создана сообществом. Она может быть не завершена.\nВы хотите продолжить играть с текущим переводом?
UI/GraphicsSettingsAsk	Do you want to keep the current display settings?\n(Yes - keep, No - back to default)	Искаш ли да запазиш текущите настройки на дисплея?\n(Да - запази, Не - върни се към стандартните)	Voulez-vous conserver les paramètres d'affichage actuels?\n(Oui - conserver, Non - revenir aux paramètres par défaut) 	Сохранить текущие настройки экрана?\n(Да – сохранить, нет – вернуть параметры по умолчанию)
UI/creditsBob	Live well and read well!	Живей добре и чети добре!	Vivez bien et lisez bien!	Хорошей тебе жизни и книжек!
UI/creditsHunter	Hunt down \nall of them!	Преследвай \nвсичките!	Traquez-les\nJusqu'au dernier!	Выследи \nих всех!
UI/creditsPrep	See ya!	До скоро!	À plus!	Бывай!
UI/creditsJoe	Find yourself a nice junkyard!	Намери си хубав автоморга!	Trouvez-vous une belle décharge!	Подыщи там себе хорошую свалку!
UI/creditsJenny	Live long and flourish!	Живей дълго и процъфтявай!	Vivez longtemps et épanouissez-vous!	Живи долго и процветай!
UI/creditsPostman	Send a nice postcard \nonce you're there!	Изпрати красива картичка \nведнъж там!	Envoyez une jolie carte postale\nune fois là-bas! 	Пошли красивую открытку, \nкогда долетишь!
UI/creditsProducers	Producers	Производители	Producteurs	Продюсеры
UI/creditsProgrammers	Programmers	Програмисти	Programmeurs	Программисты
UI/creditsGraphic	Graphical Assets	Графични активи	Assets Graphiques	Графические ассеты
UI/creditsWriter	Script Writer	Сценарист	Scénariste	Сценарист
UI/creditsMusic	Music and Sound Effects	Музика и звукови ефекти	Musique et Effets Sonores	Музыка и звуковые эффекты
UI/creditsDesign	Gameplay Design	Дизайн на играта	Gameplay Design	Геймдизайн
UI/creditsTranslators	Translators	Преводачи	Traducteurs	Переводчики
UI/creditsCommunity	Community Managers	Мениджъри на общността	Community Managers	Комьюнити-менеджеры
UI/creditsKillers	Bug Hunters	Ловци на бъгове	Chasseurs de Bugs	Охотники на баги
UI/creditsQA	Quality Assurance	Контрол на качеството	Assurance Qualité	Контроль качества
UI/creditsBeta	Beta Testers	Бета тестери	Beta Testeurs	Бета-тестеры
