# key	english	bulgarian	french	russian
Dialogues/prepScarecrow2	<voice type=laugh>\nOh look, it’s him again. Or her? Them? I don’t know how gender works in scarecrows.	<voice type=laugh>\nО, виж го, той е тук отново. Или тя? Те? Не знам как работи пола при стражи.	<voice type=laugh>\nOh, c'est encore lui. Ou elle? Ou eux? Je ne sais pas comment fonctionne le genre chez les épouvantails.	<voice type=laugh>\nО, гляньте-ка, опять он. Или она? Оно? Гендерные различия пугал – не мой конек.
Dialogues/prepScizzors1	<voice type=order>\nSo I have fed the animals. But I'm afraid we still have some problems to deal with.\n	<voice type=order>\nТака, нахраних животните. Но се страхувам, че все още имаме някои проблеми да решим.\n	<voice type=order>\nBon, j'ai nourri les animaux. Mais j'ai bien peur qu'il y ait d'autres problèmes auxquels je doive faire face.	<voice type=order>\nЯ покормил животных. Но, боюсь, у нас еще полно проблем.
Dialogues/willScizzors2	<voice type=disappointment>\nI guess... But what do you mean exactly?	<voice type=disappointment>\nПредполагам... Но какво точно мислиш?	<voice type=disappointment>\nSûrement... Mais à quoi penses-tu concrètement?	<voice type=disappointment>\nПожалуй... Но о чем конкретно ты говоришь?
Dialogues/prepScizzors3	<voice type=order>\nWell, the goats should be sheared. They are very unkempt and it's too hot for them.	<voice type=order>\nДобре, козните трябва да бъдат подстригани. Те са много неапетитни и е твърде горещо за тях.	<voice type=order>\nIl faudrait tondre les chèvres. Elles sont très négligées et elles ont trop chaud.	<voice type=order>\nКозам нужно постричь шерсть. Сейчас им жарко, да и выглядят они неопрятно.
Dialogues/prepScizzors4	<voice type=order>\nAnd the chickens need more space.	<voice type=order>\nИ пилетата се нуждаят от повече място.	<voice type=order>\nEt les poules ont besoin de plus d'espace.	<voice type=order>\nА курам нужно больше пространства.
Dialogues/willScizzors5	<voice type=question>\nI believe you'll manage with the chicken coop. Right, Henry?	<voice type=question>\nВярвам, че ще се справиш с кокошарника. Нали, Хенри?	<voice type=question>\nPour ce qui est du poulailler, tu vas t'en sortir, je crois. Pas vrai, Henry?	<voice type=question>\nДумаю, с курятником ты справишься. Так ведь, Генри?
Dialogues/willScizzors6	<voice type=disappointment>\nAnd as for the goats... Let me think...	<voice type=disappointment>\nИ за козите... Нека помисля...	<voice type=disappointment>\nEt pour ce qui est des chèvres... Laisse-moi réfléchir...	<voice type=disappointment>\nА что до коз... Дай-ка подумаю...
Dialogues/willScizzors7	I'm sure I had some proper shears somewhere around.\n<voice type=disappointment>\nI can't remember where I put them though...\n<voice type=question>\nCan you look for them?	Сигурен съм, че някъде имаше подходящи ножи.\n<voice type=disappointment>\nНо не си спомням къде ги сложих...\n<voice type=question>\nМожеш ли да ги търсиш?	Je suis sûr d'avoir de bons ciseaux quelque part.\n<voice type=disappointment>\nMais je ne sais plus où je les ai mis...\n<voice type=question>\nEst-ce que tu peux les chercher?	У меня точно были ножницы.\n<voice type=disappointment>\nНо где они – не помню...\n<voice type=question>\nПоищешь?
Dialogues/prepScizzors8	<voice type=acceptance>\nYeah, sure, why not.	<voice type=acceptance>\nДа, разбира се, защо не.	<voice type=acceptance>\nOui, bien sûr, pourquoi pas.	<voice type=acceptance>\nКонечно, почему нет?
Dialogues/willScizzorsIncomplite1	<voice type=question>\nDid you find the shears?\n	<voice type=question>\nНамери ли ножиците?\n	<voice type=question>\nTu as trouvé les ciseaux?	<voice type=question>\nНашел ножницы?
Dialogues/prepScizzorsIncomplite2	<voice type=negation>\nNo, so far it's like looking for a needle in a haystack. 	<voice type=negation>\nНе, досега е като търсене на игла в стога.	<voice type=negation>\nNon, pour l'instant c'est comme chercher une aiguille dans une botte de foin.	<voice type=negation>\nНет, пока я будто бы ищу иголку в стоге сена.
Dialogues/prepDogWithScizzors1	<voice type=surprise>\nWas it a dog? Wait, did he have shears in his mouth?	<voice type=surprise>\nБеше ли куче? Чакай, дали имаше ножици в устата си?	<voice type=surprise>\nC'était un chien? Attends, et il avait des ciseaux dans la gueule?	<voice type=surprise>\nЭто был пес? Погоди, у него что, ножницы во рту?
Dialogues/prepDogWithScizzors2	He must have gone through the back door in the barn.\n<voice type=laugh>\nWell... I have to look for the shears after all, right?	Трябва да е влязъл през задната врата в напрамата\n<voice type=laugh>\nЕ, добре... все пак трябва да търся носачите, нали?	Il a dû passer par la porte arrière de l'étable.\n<voice type=laugh>\nBon... Il faut que je cherche ces ciseaux à la fin, pas vrai?	Кажется, он прошел через заднюю дверь амбара.\n<voice type=laugh>\nНу... Видимо, мне все-таки придется искать ножницы.
Dialogues/prepChickenHouseRepaired	<voice type=thanks>\nNow! The times of being cramped in tight space are gone! Cackle away!	<voice type=thanks>\nСега! Времето на тесността е минало! Смеяй се!	<voice type=thanks>\nVoilà! Être entassés dans un petit espace, c'est du passé maintenant! Vous pouvez caqueter en toute liberté!	<voice type=thanks>\nВсе! Пора вам на свободу! Кудахтайте на здоровье!
Dialogues/prepNotEnoughFood	<voice type=disappointment>\nThey still need a bit more...	<voice type=disappointment>\nВсе още ти трябва малко повече...	<voice type=disappointment>\nIl leur en faut encore un petit peu plus...	<voice type=disappointment>\nИм нужно еще...
Dialogues/prepMaze1	<voice type=question>\nWhy did Will want to hide this place from me? It's just a big field.\nBut I must say it looks like a perfect place to collect some <color=yellow>wheat</color> for chickens.	<voice type=question>\nЗащо Уил искаше да скрие това място от мен? Това е просто голямо поле.\nНо трябва да кажа, че изглежда като перфектното място за събиране на някои <color=yellow>пшеница</color> за кокошки.	<voice type=question>\nPourquoi est-ce que Will ne voulait pas que je voie cet endroit? Ce n'est qu'un grand champ de céréales.\nJe dois avouer que ça paraît être l'endroit idéal pour récolter du\n<color=yellow>blé</color> pour les poules.	<voice type=question>\nЗачем Уилл скрывал от меня это место? Это ведь просто большое поле.\nНо надо признать, если я хочу раздобыть <color=yellow>пшеницы</color> для куриц - это идеальное место.
Dialogues/prepMaze2	It's like a maze here. \n<voice type=question>\nWhich way do I go?	Тук е като лабиринт. \n<voice type=question>\nКъде да отида?	On dirait un labyrinthe, ici. \n<voice type=question>\nPar où est ce que je dois aller?	Лабиринт какой-то.\n<voice type=question>\nКуда я вообще иду?
